timestamp,count,density,smoothed
2026-04-26T14:38:33.255425+00:00,145,High,144.6194643971382
2026-04-26T14:38:33.738483+00:00,144,High,144.4336250779967
2026-04-26T14:38:34.226909+00:00,145,High,145.2035375545977
2026-04-26T14:38:34.707294+00:00,144,High,144.24247628821837
2026-04-26T14:38:35.183576+00:00,145,High,144.76973340175283
2026-04-26T14:38:35.658444+00:00,145,High,145.13881338122695
2026-04-26T14:38:36.156383+00:00,147,High,146.89716936685886
2026-04-26T14:38:36.619245+00:00,148,High,147.5280185568012
2026-04-26T14:38:37.128153+00:00,150,High,149.76961298976084
2026-04-26T14:38:37.638710+00:00,150,High,150.1387290928326
2026-04-26T14:38:38.143017+00:00,151,High,151.2971103649828
2026-04-26T14:38:38.625014+00:00,151,High,151.20797725548795
2026-04-26T14:38:39.102199+00:00,151,High,151.14558407884155
2026-04-26T14:38:39.573799+00:00,151,High,150.80190885518908
2026-04-26T14:38:40.043733+00:00,150,High,149.96133619863235
2026-04-26T14:38:40.580402+00:00,148,High,148.17293533904262
2026-04-26T14:38:41.093123+00:00,147,High,146.92105473732983
2026-04-26T14:38:41.593226+00:00,145,High,145.14473831613088
2026-04-26T14:38:42.058207+00:00,145,High,144.8013168212916
2026-04-26T14:38:42.530332+00:00,144,High,143.9609217749041
2026-04-26T14:38:43.030816+00:00,144,High,143.67264524243288
2026-04-26T14:38:43.529121+00:00,143,High,143.170851669703
2026-04-26T14:38:44.017952+00:00,145,High,144.6195961687921
2026-04-26T14:38:44.483223+00:00,145,High,145.03371731815446
2026-04-26T14:38:44.955482+00:00,146,High,145.62360212270812
2026-04-26T14:38:45.427947+00:00,147,High,146.9365214858957
2026-04-26T14:38:45.915652+00:00,149,High,149.05556504012696
2026-04-26T14:38:46.411182+00:00,149,High,149.33889552808887
2026-04-26T14:38:46.889509+00:00,151,High,150.7372268696622
2026-04-26T14:38:47.373643+00:00,152,High,151.71605880876353
2026-04-26T14:38:47.851669+00:00,154,High,154.20124116613448
2026-04-26T14:38:48.317676+00:00,154,High,153.54086881629414
2026-04-26T14:38:48.795070+00:00,153,High,152.7786081714059
2026-04-26T14:38:49.282242+00:00,152,High,151.94502571998413
2026-04-26T14:38:49.760399+00:00,153,High,152.56151800398888
2026-04-26T14:38:50.228137+00:00,152,High,152.3930626027922
2026-04-26T14:38:50.728341+00:00,153,High,152.57514382195455
2026-04-26T14:38:51.143197+00:00,152,High,152.40260067536818
2026-04-26T14:38:51.602338+00:00,153,High,152.58182047275773
2026-04-26T14:38:52.051306+00:00,153,High,153.0072743309304
2026-04-26T14:38:52.461047+00:00,153,High,153.00509203165126
2026-04-26T14:38:52.870573+00:00,152,High,152.10356442215587
2026-04-26T14:38:53.272156+00:00,152,High,152.0724950955091
2026-04-26T14:38:53.670523+00:00,151,High,151.45074656685637
2026-04-26T14:38:54.098363+00:00,153,High,152.51552259679946
2026-04-26T14:38:54.529055+00:00,151,High,151.4608658177596
2026-04-26T14:38:54.992997+00:00,153,High,152.52260607243173
2026-04-26T14:38:55.492939+00:00,151,High,151.4658242507022
2026-04-26T14:38:55.990165+00:00,152,High,151.62607697549154
2026-04-26T14:38:56.498497+00:00,151,High,150.83825388284407
2026-04-26T14:38:56.989802+00:00,152,High,152.08677771799086
2026-04-26T14:38:57.460572+00:00,150,High,150.2607444025936
2026-04-26T14:38:57.920339+00:00,150,High,149.8825210818155
2026-04-26T14:38:58.413650+00:00,149,High,149.01776475727084
2026-04-26T14:38:58.909651+00:00,148,High,148.11243533008957
2026-04-26T14:38:59.539375+00:00,148,High,148.0787047310627
2026-04-26T14:39:00.054668+00:00,149,High,149.25509331174388
2026-04-26T14:39:00.510977+00:00,149,High,148.8785653182207
2026-04-26T14:39:00.988327+00:00,149,High,148.91499572275447
2026-04-26T14:39:01.455894+00:00,149,High,149.24049700592812
2026-04-26T14:39:01.930371+00:00,151,High,150.66834790414967
2026-04-26T14:39:02.437085+00:00,151,High,151.06784353290476
2026-04-26T14:39:02.920978+00:00,152,High,151.64749047303332
2026-04-26T14:39:03.404648+00:00,151,High,151.4532433311233
2026-04-26T14:39:03.871311+00:00,153,High,152.5172703317863
2026-04-26T14:39:04.361160+00:00,153,High,152.9620892322504
2026-04-26T14:39:04.869557+00:00,153,High,152.97346246257527
2026-04-26T14:39:05.358496+00:00,152,High,151.78142372380267
2026-04-26T14:39:05.847066+00:00,153,High,152.74699660666187
2026-04-26T14:39:06.325167+00:00,153,High,153.1228976246633
2026-04-26T14:39:06.793104+00:00,153,High,152.7860283372643
2026-04-26T14:39:07.262461+00:00,153,High,153.150219836085
2026-04-26T14:39:07.743972+00:00,153,High,153.4051538852595
2026-04-26T14:39:08.220692+00:00,152,High,152.38360771968163
2026-04-26T14:39:08.712577+00:00,152,High,151.66852540377715
2026-04-26T14:39:09.225839+00:00,151,High,150.567967782644
2026-04-26T14:39:09.727929+00:00,151,High,151.29757744785078
